Last Include,WSS@50r,WSS@75r,WSS@90r,WSS@95r,nWSS@50r,nWSS@75r,nWSS@90r,nWSS@95r,precision@50%,precision@75%,precision@90%,precision@95%,recall@50%,recall@75%,recall@90%,recall@95%
70.35902287,0.458792565,0.640031255,0.699617536,0.682028294,0.966135333,0.900265318,0.810809117,0.742933545,0.031337391,0.020973844,0.017478523,0.016558442,0.996078431,1,1,1
71.18563909,0.453610791,0.645274716,0.70171492,0.692741405,0.960870746,0.905592579,0.812940021,0.75381787,0.031337391,0.020973844,0.017478523,0.016558442,0.996078431,1,1,1
74.37489719,0.456880243,0.643917585,0.703997368,0.681164665,0.96419245,0.904213759,0.815258947,0.742056114,0.031378516,0.020973844,0.017478523,0.016558442,0.997385621,1,1,1
66.56111203,0.457928936,0.645727093,0.704038493,0.680630038,0.965257902,0.906052186,0.815300729,0.741512942,0.031378516,0.020973844,0.017478523,0.016558442,0.997385621,1,1,1
67.48231617,0.458155124,0.645315841,0.714114164,0.685215496,0.965487706,0.905634362,0.825537427,0.746171684,0.031378516,0.020973844,0.017478523,0.016558442,0.997385621,1,1,1
67.30753413,0.458443,0.645521467,0.705333937,0.672343313,0.965780183,0.905843274,0.816616876,0.733093781,0.031378516,0.020973844,0.017478523,0.016558442,0.997385621,1,1,1
70.20891594,0.458607501,0.642889456,0.706526567,0.665393157,0.965947312,0.903169198,0.817828567,0.726032549,0.031337391,0.020973844,0.017478523,0.016558442,0.996078431,1,1,1
66.79346932,0.458113999,0.63674124,0.703915118,0.676887646,0.965445923,0.896922723,0.815175382,0.73771074,0.031378516,0.020973844,0.017478523,0.016558442,0.997385621,1,1,1
65.2101497,0.458689752,0.640997697,0.706855568,0.665269781,0.966030877,0.901247206,0.818162826,0.725907201,0.031378516,0.020973844,0.017478523,0.016558442,0.997385621,1,1,1
65.29651258,0.457826123,0.640134068,0.696923836,0.682089982,0.965153446,0.900369775,0.808072367,0.742996219,0.031378516,0.020973844,0.017478523,0.016558442,0.997385621,1,1,1
70.86897516,0.458175687,0.645480342,0.704346932,0.681575917,0.965508597,0.905801492,0.815614097,0.742473938,0.031337391,0.020973844,0.017478523,0.016558442,0.996078431,1,1,1
72.59828919,0.458113999,0.640689258,0.711379339,0.672734002,0.965445923,0.900933838,0.822758894,0.733490714,0.031337391,0.020973844,0.017478523,0.016558442,0.996078431,1,1,1
65.58644514,0.455646488,0.645110215,0.703873992,0.702015134,0.962938977,0.90542545,0.815133599,0.76323981,0.031378516,0.020973844,0.017478523,0.016558442,0.997385621,1,1,1
70.28911005,0.45605774,0.645151341,0.696101332,0.674564073,0.963356801,0.905467232,0.807236718,0.735350032,0.031337391,0.020973844,0.017478523,0.016558442,0.996078431,1,1,1
68.54951472,0.457990623,0.644369962,0.703956243,0.673248067,0.965320576,0.904673366,0.815217164,0.734012994,0.031378516,0.020973844,0.017478523,0.016558442,0.997385621,1,1,1
,,,,,,,,,,,,,,,,
68.84479355,0.457535505,0.643156769,0.70417969,0.679193398,0.964858183,0.903440784,0.815444182,0.740053342,0.031362066,0.020973844,0.017478523,0.016558442,0.996862745,1,1,1
2.715818066,0.00137549,0.002676762,0.004543268,0.009322926,0.001397473,0.002719541,0.004615878,0.009471923,2.01471E-05,6.93889E-18,0,3.46945E-18,0.000640389,0,0,0
