Last Include,WSS@50r,WSS@75r,WSS@90r,WSS@95r,nWSS@50r,nWSS@75r,nWSS@90r,nWSS@95r,precision@50%,precision@75%,precision@90%,precision@95%,recall@50%,recall@75%,recall@90%,recall@95%
20.369785082174463,0.4731352718078382,0.6743046776232617,0.7825853350189633,0.7823324905183312,0.980426760789347,0.9347023905021659,0.8945932937590245,0.8443767046366116,0.03002528445006321,0.02001685630004214,0.016681299385425813,0.015804358675761104,1.0,1.0,1.0,1.0
19.04235145385588,0.4731352718078382,0.6754108723135271,0.7909608091024021,0.7959228824273071,0.980426760789347,0.9358254452109739,0.9030964222685706,0.8581742339162522,0.03002528445006321,0.02001685630004214,0.016681299385425813,0.015804358675761104,1.0,1.0,1.0,1.0
29.598609355246523,0.47360935524652337,0.6784134007585335,0.7874841972187105,0.8117256637168141,0.9809080699502647,0.9388737365634526,0.8995668217551741,0.8742178726135087,0.03002528445006321,0.02001685630004214,0.016681299385425813,0.015804358675761104,1.0,1.0,1.0,1.0
29.898862199747157,0.4755056890012642,0.6785714285714286,0.7923830594184577,0.7791719342604297,0.9828333065939355,0.9390341729504251,0.9045403497513236,0.8411679768971603,0.03002528445006321,0.02001685630004214,0.016681299385425813,0.015804358675761104,1.0,1.0,1.0,1.0
22.31352718078382,0.47787610619469023,0.6752528445006322,0.7860619469026549,0.8027180783817951,0.985239852398524,0.9356650088240013,0.898122894272421,0.8650729985560726,0.03002528445006321,0.02001685630004214,0.016681299385425813,0.015804358675761104,1.0,1.0,1.0,1.0
30.49936788874842,0.47360935524652337,0.6755689001264222,0.7798988621997471,0.7965549936788875,0.9809080699502647,0.9359858815979464,0.891865875180491,0.8588159794641425,0.03002528445006321,0.02001685630004214,0.016681299385425813,0.015804358675761104,1.0,1.0,1.0,1.0
30.451959544879898,0.4747155499367889,0.6719342604298356,0.7805309734513275,0.7924462705436156,0.9820311246590727,0.9322958446975774,0.8925076207283812,0.8546446334028558,0.03002528445006321,0.02001685630004214,0.016681299385425813,0.015804358675761104,1.0,1.0,1.0,1.0
31.41592920353982,0.4745575221238938,0.6762010113780025,0.7762642225031606,0.7829646017699115,0.9818706882721001,0.9366276271458367,0.8881758382801219,0.8450184501845018,0.03002528445006321,0.02001685630004214,0.016681299385425813,0.015804358675761104,1.0,1.0,1.0,1.0
19.51643489254109,0.47724399494311,0.6771491782553729,0.7961757269279394,0.8142541087231352,0.9845981068506338,0.9375902454676721,0.9083908230386651,0.8767848548050697,0.03002528445006321,0.02001685630004214,0.016681299385425813,0.015804358675761104,1.0,1.0,1.0,1.0
32.25347661188369,0.47250316055625785,0.677307206068268,0.7851137800252844,0.8033501896333755,0.9797850152414568,0.9377506818546446,0.8971602759505856,0.8657147441039628,0.03002528445006321,0.02001685630004214,0.016681299385425813,0.015804358675761104,1.0,1.0,1.0,1.0
31.795195954487994,0.47281921618204803,0.672566371681416,0.7764222503160556,0.7924462705436156,0.9801058880154019,0.9329375902454676,0.8883362746670945,0.8546446334028558,0.03002528445006321,0.02001685630004214,0.016681299385425813,0.015804358675761104,1.0,1.0,1.0,1.0
25.853350189633375,0.4742414664981036,0.6768331226295828,0.7792667509481669,0.781700379266751,0.981549815498155,0.9372693726937269,0.8912241296326007,0.8437349590887213,0.03002528445006321,0.02001685630004214,0.016681299385425813,0.015804358675761104,1.0,1.0,1.0,1.0
30.49936788874842,0.47266118836915294,0.6762010113780025,0.7808470290771176,0.7916561314791403,0.9799454516284293,0.9366276271458367,0.8928284935023263,0.853842451467993,0.03002528445006321,0.02001685630004214,0.016681299385425813,0.015804358675761104,1.0,1.0,1.0,1.0
22.518963337547408,0.47123893805309736,0.6758849557522124,0.7634639696586599,0.8030341340075853,0.9785015241456763,0.9363067543718916,0.8751804909353441,0.8653938713300177,0.03002528445006321,0.02001685630004214,0.016681299385425813,0.015804358675761104,1.0,1.0,1.0,1.0
22.993046776232617,0.4718710493046776,0.6754108723135271,0.7938053097345132,0.8087231352718078,0.9791432696935665,0.9358254452109739,0.9059842772340767,0.8711695812610301,0.03002528445006321,0.02001685630004214,0.016681299385425813,0.015804358675761104,1.0,1.0,1.0,1.0
